date,bpm,location,calendar_event,people,mood,period,zone,sighes,laughs,speech,notes,photo
12/4/2012 12:30,12.28333333,Dining Hall,Lunch,Friends,,Afternoon,Normal,0,5,0,,
12/4/2012 12:35,14.56666667,Dining Hall,Lunch,Friends,,Afternoon,Normal,1,4,4,,
12/4/2012 12:40,14.96666667,Dining Hall,Lunch,Friends,,Afternoon,Normal,1,1,2,,
12/4/2012 12:45,16.73333333,Dining Hall,Lunch,Friends,,Afternoon,Normal,1,3,4,,
12/4/2012 12:50,15.13333333,Dining Hall,Lunch,Friends,,Afternoon,Normal,0,3,0,,
12/4/2012 12:55,13.4,Dining Hall,Lunch,Friends,,Afternoon,Normal,1,0,1,,
12/4/2012 13:00,14,Common Area,Problem Set,Classmates,#FAED23-3,Afternoon,Normal,1,0,0,,
12/4/2012 13:05,16.06666667,Common Area,Problem Set,Classmates,,Afternoon,Normal,0,0,0,,
12/4/2012 13:10,17.66666667,Common Area,Problem Set,Classmates,,Afternoon,Elevated,2,0,0,,
12/4/2012 13:15,16.86666667,Common Area,Problem Set,Classmates,,Afternoon,Normal,0,0,0,,
12/4/2012 13:20,17.7,Common Area,Problem Set,Classmates,,Afternoon,Elevated,1,0,0,,
12/4/2012 13:25,18.36666667,Common Area,Problem Set,Classmates,#BAD76C-2,Afternoon,Elevated,0,0,0,,
12/4/2012 13:30,20.16666667,Common Area,Problem Set,Classmates,,Afternoon,Elevated,0,0,3,,
12/4/2012 13:35,19.33333333,Common Area,Problem Set,Classmates,,Afternoon,Elevated,1,3,1,,
12/4/2012 13:40,19,Common Area,Problem Set,Classmates,,Afternoon,Elevated,1,4,5,,
12/4/2012 13:45,18.76666667,Common Area,Problem Set,Classmates,,Afternoon,Elevated,0,3,4,,
12/4/2012 13:50,18.03333333,Common Area,Problem Set,Classmates,,Afternoon,Elevated,0,4,3,,
12/4/2012 13:55,17.83333333,Common Area,Problem Set,Classmates,,Afternoon,Elevated,0,3,2,,
12/4/2012 14:00,17.26666667,Common Area,Problem Set,Classmates,,Afternoon,Normal,1,1,0,,
12/4/2012 14:05,17.26666667,Seminar Room,Seminar,Professor,#EF4445-1,Afternoon,Normal,0,0,0,,
12/4/2012 14:10,18.26666667,Seminar Room,Seminar,Professor,,Afternoon,Elevated,3,0,1,,
12/4/2012 14:15,19.6,Seminar Room,Seminar,Professor,,Afternoon,Elevated,3,0,1,,
12/4/2012 14:20,20.3,Seminar Room,Seminar,Professor,,Afternoon,Elevated,1,0,1,,
12/4/2012 14:25,17.83333333,Seminar Room,Seminar,Professor,,Afternoon,Elevated,2,0,1,,
12/4/2012 14:30,16.2,Seminar Room,Seminar,Professor,,Afternoon,Normal,3,0,1,,
12/4/2012 14:35,16.5,Seminar Room,Seminar,Professor,,Afternoon,Normal,2,0,0,,
12/4/2012 14:40,18.36666667,Seminar Room,Seminar,Professor,#F27273-1,Afternoon,Elevated,2,0,0,,
12/4/2012 14:45,18.13333333,Seminar Room,Seminar,Professor,,Afternoon,Elevated,1,0,0,,
12/4/2012 14:50,18.7,Seminar Room,Seminar,Professor,,Afternoon,Elevated,0,0,0,,
12/4/2012 14:55,18.33333333,Seminar Room,Seminar,Professor,,Afternoon,Elevated,1,0,0,,
12/4/2012 15:00,17.53333333,Common Area,Project,Classmates,,Afternoon,Elevated,0,0,1,,
12/4/2012 15:05,16.23333333,Common Area,Project,Classmates,,Afternoon,Normal,1,0,0,,
12/4/2012 15:10,15.4,Common Area,Project,Classmates,,Afternoon,Normal,0,0,2,,
12/4/2012 15:15,15.86666667,Common Area,Project,Classmates,,Afternoon,Normal,0,0,2,,
12/4/2012 15:20,17.13333333,Common Area,Project,Classmates,,Afternoon,Normal,1,0,5,,
12/4/2012 15:25,15,Common Area,Project,Classmates,,Afternoon,Normal,0,0,1,,
12/4/2012 15:30,17,Common Area,Project,Classmates,,Afternoon,Normal,1,0,1,,
12/4/2012 15:35,14.95,Common Area,Project,Classmates,,Afternoon,Normal,0,0,0,,
12/4/2012 15:40,13.48333333,Common Area,Project,Classmates,,Afternoon,Normal,2,0,1,,
12/4/2012 15:45,9.316666667,Common Area,Project,Classmates,,Afternoon,Normal,0,0,1,,
12/4/2012 15:50,8.733333333,Common Area,Project,Classmates,#F79635-1,Afternoon,Normal,3,0,1,,
12/4/2012 15:55,8.166666667,Common Area,Project,Classmates,,Afternoon,Normal,3,0,1,,
12/4/2012 16:00,6.833333333,Gym,Yoga,Friends,,Afternoon,Calm,0,0,1,,
12/4/2012 16:05,7.166666667,Gym,Yoga,Friends,,Afternoon,Calm,1,0,1,,
12/4/2012 16:10,7.833333333,Gym,Yoga,Friends,,Afternoon,Normal,3,0,1,,
12/4/2012 16:15,8.166666667,Gym,Yoga,Friends,,Afternoon,Normal,0,0,0,,
12/4/2012 16:20,5.166666667,Gym,Yoga,Friends,,Afternoon,Calm,3,0,1,,
12/4/2012 16:25,6.833333333,Gym,Yoga,Friends,#BAD76C-1,Afternoon,Calm,2,0,1,,
12/4/2012 16:30,6.833333333,Gym,Yoga,Friends,,Afternoon,Calm,3,0,1,,
12/4/2012 16:35,6.5,Gym,Yoga,Friends,,Afternoon,Calm,1,0,1,,
12/4/2012 16:40,6.433333333,Gym,Yoga,Friends,,Afternoon,Calm,1,0,2,,
12/4/2012 16:45,8.183333333,Gym,Yoga,Friends,,Afternoon,Normal,0,1,2,,
12/4/2012 16:50,11.6,Gym,Yoga,Friends,,Afternoon,Normal,0,0,4,,
12/4/2012 16:55,11.41666667,Gym,Yoga,Friends,#F79635-2,Afternoon,Normal,0,0,2,,
12/4/2012 17:00,12.41666667,Dining Hall,Dinner,Friends,,Evening,Normal,0,1,3,,
12/4/2012 17:05,11.08333333,Dining Hall,Dinner,Friends,,Evening,Normal,0,1,2,,
12/4/2012 17:10,11.75,Dining Hall,Dinner,Friends,,Evening,Normal,0,2,3,,
12/4/2012 17:15,11.58333333,Dining Hall,Dinner,Friends,,Evening,Normal,0,1,2,,
12/4/2012 17:20,11.08333333,Dining Hall,Dinner,Friends,,Evening,Normal,0,0,2,,
12/4/2012 17:25,11.75,Dining Hall,Dinner,Friends,,Evening,Normal,0,1,0,,
12/4/2012 17:30,11.58333333,Dining Hall,Dinner,Friends,#BAD76C-4,Evening,Normal,0,0,1,,
12/4/2012 17:35,14.2,Dining Hall,Dinner,Friends,,Evening,Normal,0,2,3,,
12/4/2012 17:40,13.51666667,Dining Hall,Dinner,Friends,,Evening,Normal,0,2,1,,
12/4/2012 17:45,12.95,Dining Hall,Dinner,Friends,,Evening,Normal,0,1,2,,
12/4/2012 17:50,11.18333333,Dining Hall,Dinner,Friends,#F79635-3,Evening,Normal,0,1,4,,
12/4/2012 17:55,11.2,Dining Hall,Dinner,Friends,,Evening,Normal,0,2,2,,
12/4/2012 18:00,13.31666667,Gym,Basketball,Friends,,Evening,Normal,0,2,2,,
12/4/2012 18:05,14.68333333,Gym,Basketball,Friends,,Evening,Normal,0,0,3,,
12/4/2012 18:10,16.43333333,Gym,Basketball,Friends,,Evening,Normal,0,2,2,,
12/4/2012 18:15,14.63333333,Gym,Basketball,Friends,,Evening,Normal,0,2,3,,
12/4/2012 18:20,14.93333333,Gym,Basketball,Friends,,Evening,Normal,0,0,2,,
12/4/2012 18:25,15.03333333,Gym,Basketball,Friends,,Evening,Normal,0,1,4,,
12/4/2012 18:30,17.4,Gym,Basketball,Friends,,Evening,Normal,0,1,1,,
12/4/2012 18:35,18.4,Gym,Basketball,Friends,,Evening,Elevated,0,1,4,,
12/4/2012 18:40,17.83333333,Gym,Basketball,Friends,,Evening,Elevated,0,2,3,,
12/4/2012 18:45,16.33333333,Gym,Basketball,Friends,,Evening,Normal,0,0,1,,
12/4/2012 18:50,15.13333333,Gym,Basketball,Friends,,Evening,Normal,0,1,2,,
12/4/2012 18:55,14.6,Gym,Basketball,Friends,,Evening,Normal,0,1,4,,
12/4/2012 19:00,14.26666667,Gym,Basketball,Friends,#BAD76C-3,Evening,Normal,1,0,0,,
12/4/2012 19:05,15.5,Gym,Basketball,Friends,,Evening,Normal,0,1,1,,
12/4/2012 19:10,14.63333333,Gym,Basketball,Friends,,Evening,Normal,0,1,0,,
12/4/2012 19:15,16.43333333,Gym,Basketball,Friends,,Evening,Normal,1,1,1,,
12/4/2012 19:20,15.86666667,Gym,Basketball,Friends,,Evening,Normal,1,0,1,,
12/4/2012 19:25,16.86666667,Gym,Basketball,Friends,,Evening,Normal,1,1,0,,
12/4/2012 19:30,15.33333333,Gym,Basketball,Friends,,Evening,Normal,1,0,1,,
12/4/2012 19:35,15.73333333,Gym,Basketball,Friends,,Evening,Normal,0,1,0,,
12/4/2012 19:40,16.53333333,Gym,Basketball,Friends,,Evening,Normal,0,0,1,,
12/4/2012 19:45,17.6,Gym,Basketball,Friends,,Evening,Elevated,1,0,0,,
12/4/2012 19:50,17.1,Gym,Basketball,Friends,,Evening,Normal,0,0,0,,
12/4/2012 19:55,15,Gym,Basketball,Friends,,Evening,Normal,1,1,1,,
12/4/2012 20:00,14.96666667,Gym,Basketball,Friends,#FAED23-2,Evening,Normal,1,0,0,,
12/4/2012 20:05,15.06666667,Gym,Basketball,Friends,,Evening,Normal,1,1,0,,
12/4/2012 20:10,15,Common Area,Project,Classmates,,Evening,Normal,0,1,1,,
12/4/2012 20:15,14,Common Area,Project,Classmates,,Evening,Normal,0,0,0,,
12/4/2012 20:20,13,Common Area,Project,Classmates,,Evening,Normal,1,0,0,,
12/4/2012 20:25,13,Common Area,Project,Classmates,,Evening,Normal,1,1,0,,
12/4/2012 20:30,13,Common Area,Project,Classmates,,Evening,Normal,0,1,1,,
12/4/2012 20:35,13,Common Area,Project,Classmates,,Evening,Normal,1,1,1,,
12/4/2012 20:40,12,Common Area,Project,Classmates,,Evening,Normal,1,1,1,,
12/4/2012 20:45,12,Common Area,Project,Classmates,,Evening,Normal,0,0,1,,
12/4/2012 20:50,12,Common Area,Project,Classmates,,Evening,Normal,0,1,1,,
12/4/2012 20:55,12,Common Area,Project,Classmates,,Evening,Normal,1,1,0,,
12/4/2012 21:00,13,Common Area,Project,Classmates,#BAD76C-1,Evening,Normal,1,1,1,,
12/4/2012 21:05,14,Common Area,Project,Classmates,,Evening,Normal,0,0,0,,
12/4/2012 21:10,14,Common Area,Project,Classmates,,Evening,Normal,1,0,0,,
12/4/2012 21:15,15,Common Area,Project,Classmates,,Evening,Normal,1,1,0,,
12/4/2012 21:20,15,Common Area,Project,Classmates,,Evening,Normal,1,0,0,,
12/4/2012 21:25,15,Common Area,Project,Classmates,,Evening,Normal,1,1,1,,
12/4/2012 21:30,15,Common Area,Project,Classmates,,Evening,Normal,1,0,1,,
12/4/2012 21:35,15,Common Area,Project,Classmates,,Evening,Normal,1,0,1,,
12/4/2012 21:40,16,Common Area,Project,Classmates,,Evening,Normal,0,1,1,,
12/4/2012 21:45,17,Common Area,Project,Classmates,,Evening,Normal,0,0,1,,
12/4/2012 21:50,16,Common Area,Project,Classmates,,Evening,Normal,1,0,1,,
12/4/2012 21:55,15,Common Area,Project,Classmates,,Evening,Normal,0,1,1,,
12/4/2012 22:00,15,Common Area,Project,Classmates,,Evening,Normal,1,0,1,,
12/4/2012 22:05,15,Common Area,Project,Classmates,#A41D21-3,Evening,Normal,0,1,1,,
12/4/2012 22:10,15,Common Area,Project,Classmates,,Evening,Normal,1,1,0,,
12/4/2012 22:15,14,Common Area,Project,Classmates,,Evening,Normal,0,1,0,,
12/4/2012 22:20,14,Common Area,Project,Classmates,,Evening,Normal,0,0,0,,
12/4/2012 22:25,14,Common Area,Project,Classmates,,Evening,Normal,1,1,1,,
12/4/2012 22:30,14,Common Area,Project,Classmates,,Evening,Normal,1,1,0,,
12/4/2012 22:35,14,Common Area,Project,Classmates,,Evening,Normal,1,1,0,,
12/4/2012 22:40,14,Common Area,Project,Classmates,,Evening,Normal,1,1,0,,
12/4/2012 22:45,13,Common Area,Project,Classmates,,Evening,Normal,0,0,1,,
12/4/2012 22:50,12,Dorm,Computer,Alone,,Evening,Normal,0,0,0,,
12/4/2012 22:55,12,Dorm,Computer,Alone,,Evening,Normal,1,1,0,,
12/4/2012 23:00,11,Dorm,Computer,Alone,,Evening,Normal,1,1,1,,
12/4/2012 23:05,11,Dorm,Computer,Alone,,Evening,Normal,1,0,0,,
12/4/2012 23:10,12,Dorm,Computer,Alone,,Evening,Normal,1,1,1,,
12/4/2012 23:15,12,Dorm,Computer,Alone,,Evening,Normal,1,1,0,,
12/4/2012 23:20,11,Dorm,Computer,Alone,,Evening,Normal,1,0,0,,
12/4/2012 23:25,10,Dorm,Computer,Alone,,Evening,Normal,1,1,0,,
12/4/2012 23:30,10,Dorm,Computer,Alone,,Evening,Normal,0,0,1,,
12/4/2012 23:35,10,Dorm,Sleep,Alone,,Evening,Normal,0,1,1,,
12/4/2012 23:40,9,Dorm,Sleep,Alone,,Evening,Normal,0,1,1,,
12/4/2012 23:45,9,Dorm,Sleep,Alone,,Evening,Normal,0,0,0,,
12/4/2012 23:50,8,Dorm,Sleep,Alone,,Evening,Normal,0,0,0,,
12/4/2012 23:55,8,Dorm,Sleep,Alone,,Evening,Normal,1,0,1,,
12/5/2012 9:00,18,Gym,Workout,Friends,,,,,,,,
12/5/2012 9:05,17.14285714,Gym,Workout,Friends,,,,,,,,
12/5/2012 9:10,17.28571429,Gym,Workout,Friends,,,,,,,,
12/5/2012 9:15,16.76190476,Gym,Workout,Friends,,,,,,,,
12/5/2012 9:20,17.33333333,Gym,Workout,Friends,,,,,,,,
12/5/2012 9:25,17.33333333,Gym,Workout,Friends,,,,,,,,
12/5/2012 9:30,17.14285714,Gym,Workout,Friends,,,,,,,,
12/5/2012 9:35,17,Gym,Workout,Friends,,,,,,,,
12/5/2012 9:40,16.95238095,Gym,Workout,Friends,#133F6A-3,,,,,,,
12/5/2012 9:45,17.14285714,Gym,Workout,Friends,,,,,,,,
12/5/2012 9:50,15.0952381,Gym,Workout,Friends,,,,,,,,
12/5/2012 9:55,13.33333333,Gym,Workout,Friends,,,,,,,,
12/5/2012 10:00,11.66666667,Biking,Biking,Alone,,,,,,,,
12/5/2012 10:05,12.14285714,Biking,Biking,Alone,,,,,,,,
12/5/2012 10:10,12.66666667,Biking,Biking,Alone,,,,,,,,
12/5/2012 10:15,12.95238095,Biking,Biking,Alone,,,,,,,,
12/5/2012 10:20,12.52380952,Lecture Hall,Lecture,Classmates,,,,,,,,
12/5/2012 10:25,12.76190476,Lecture Hall,Lecture,Classmates,,,,,,,,
12/5/2012 10:30,13.28571429,Lecture Hall,Lecture,Classmates,,,,,,,,
12/5/2012 10:35,13.23809524,Lecture Hall,Lecture,Classmates,,,,,,,,
12/5/2012 10:40,12.14285714,Lecture Hall,Lecture,Classmates,#66A2D1-2,,,,,,,
12/5/2012 10:45,10.66666667,Lecture Hall,Lecture,Classmates,,,,,,,,
12/5/2012 10:50,9.80952381,Lecture Hall,Lecture,Classmates,,,,,,,,
12/5/2012 10:55,9,Lecture Hall,Lecture,Classmates,,,,,,,,
12/5/2012 11:00,8.952380952,Lecture Hall,Lecture,Classmates,,,,,,,,
12/5/2012 11:05,8.80952381,Lecture Hall,Lecture,Classmates,,,,,,,,
12/5/2012 11:10,8.80952381,Lecture Hall,Lecture,Classmates,,,,,,,,
12/5/2012 11:15,8.380952381,Lecture Hall,Lecture,Classmates,,,,,,,,
12/5/2012 11:20,8.476190476,Lecture Hall,Lecture,Classmates,#EF4445-2,,,,,,,
12/5/2012 11:25,8.380952381,Lecture Hall,Lecture,Classmates,,,,,,,,
12/5/2012 11:30,8.571428571,Lecture Hall,Lecture,Classmates,,,,,,,,
12/5/2012 11:35,8.476190476,Lecture Hall,Lecture,Classmates,,,,,,,,
12/5/2012 11:40,8.714285714,Lecture Hall,Lecture,Classmates,,,,,,,,
12/5/2012 11:45,8.380952381,Lecture Hall,Lecture,Classmates,,,,,,,,
12/5/2012 11:50,8.095238095,Lecture Hall,Lecture,Classmates,,,,,,,,
12/5/2012 11:55,9.380952381,Lecture Hall,Lecture,Classmates,,,,,,,,
12/5/2012 12:00,11.61904762,Dining Hall,Lunch,Friends,,,,,,,,
12/5/2012 12:05,13.38095238,Dining Hall,Lunch,Friends,,,,,,,,
12/5/2012 12:10,13.33333333,Dining Hall,Lunch,Friends,,,,,,,,
12/5/2012 12:15,12.85714286,Dining Hall,Lunch,Friends,,,,,,,,
12/5/2012 12:20,13.33333333,Dining Hall,Lunch,Friends,,,,,,,,
12/5/2012 12:25,13.9047619,Dining Hall,Lunch,Friends,,,,,,,,http://globalassets.starbucks.com/assets/960b83c436e34f5ea4a1e5c7e6d5191e.jpg
12/5/2012 12:30,14,Dining Hall,Lunch,Friends,,,,,,,,
12/5/2012 12:35,13.80952381,Dining Hall,Lunch,Friends,#133F6A-2,,,,,,,
12/5/2012 12:40,13.28571429,Dining Hall,Lunch,Friends,,,,,,,,
12/5/2012 12:45,12.71428571,Dining Hall,Lunch,Friends,,,,,,,,
12/5/2012 12:50,12.66666667,Dining Hall,Lunch,Friends,,,,,,,,
12/5/2012 12:55,12.38095238,Dining Hall,Lunch,Friends,,,,,,,,
12/5/2012 13:00,13.28571429,Common Area,Hangout,Classmates,,,,,,,,
12/5/2012 13:05,13.33333333,Common Area,Hangout,Classmates,,,,,,,,
12/5/2012 13:10,13.76190476,Common Area,Hangout,Classmates,,,,,,,,
12/5/2012 13:15,13.85714286,Common Area,Hangout,Classmates,,,,,,,,
12/5/2012 13:20,13.95238095,Common Area,Hangout,Classmates,,,,,,,,
12/5/2012 13:25,14,Common Area,Hangout,Classmates,,,,,,,,
12/5/2012 13:30,13.14285714,Common Area,Problem Set,Classmates,,,,,,,,
12/5/2012 13:35,12.28571429,Common Area,Problem Set,Classmates,,,,,,,,
12/5/2012 13:40,11.61904762,Common Area,Problem Set,Classmates,,,,,,,,
12/5/2012 13:45,13.66666667,Common Area,Problem Set,Classmates,,,,,,,,
12/5/2012 13:50,15.76190476,Common Area,Problem Set,Classmates,,,,,,,,
12/5/2012 13:55,17.80952381,Common Area,Problem Set,Classmates,#453A96-2,,,,,,,
12/5/2012 14:00,17.19047619,Common Area,Problem Set,Classmates,,,,,,,,
12/5/2012 14:05,16.66666667,Common Area,Problem Set,Classmates,,,,,,,,
12/5/2012 14:10,16.42857143,Common Area,Problem Set,Classmates,,,,,,,,
12/5/2012 14:15,16.85714286,Common Area,Problem Set,Classmates,,,,,,,,
12/5/2012 14:20,15.71428571,Common Area,Problem Set,Classmates,,,,,,,,
12/5/2012 14:25,14.04761905,Common Area,Problem Set,Classmates,,,,,,,,
12/5/2012 14:30,12.23809524,Common Area,Problem Set,Classmates,,,,,,,,
12/5/2012 14:35,12.80952381,Common Area,Problem Set,Classmates,,,,,,,,
12/5/2012 14:40,12.80952381,Common Area,Problem Set,Classmates,,,,,,,,
12/5/2012 14:45,12.85714286,Common Area,Problem Set,Classmates,,,,,,,,
12/5/2012 14:50,12.52380952,Common Area,Problem Set,Classmates,,,,,,,,
12/5/2012 14:55,12.85714286,Common Area,Problem Set,Classmates,,,,,,,,
12/5/2012 15:00,12.57142857,Common Area,Project,Classmates,,,,,,,,
12/5/2012 15:05,11.95238095,Common Area,Project,Classmates,,,,,,,,
12/5/2012 15:10,10.66666667,Common Area,Project,Classmates,#EF4445-3,,,,,,,
12/5/2012 15:15,9.333333333,Library,Reading,Alone,,,,,,,,
12/5/2012 15:20,8.19047619,Library,Reading,Alone,,,,,,,,
12/5/2012 15:25,7.666666667,Library,Reading,Alone,,,,,,,,
12/5/2012 15:30,8,Library,Reading,Alone,,,,,,,,
12/5/2012 15:35,8.19047619,Library,Reading,Alone,,,,,,,,
12/5/2012 15:40,8.523809524,Library,Reading,Alone,#133F6A-1,,,,,,,
12/5/2012 15:45,8.80952381,Library,Reading,Alone,,,,,,,,
12/5/2012 15:50,8.523809524,Library,Reading,Alone,,,,,,,,
12/5/2012 15:55,8.761904762,Library,Reading,Alone,,,,,,,,
12/5/2012 16:00,8.476190476,Library,Reading,Alone,,,,,,,,
12/5/2012 16:05,8.857142857,Library,Reading,Alone,,,,,,,,
12/5/2012 16:10,8.380952381,Library,Reading,Alone,,,,,,,,
12/5/2012 16:15,8.571428571,Library,Reading,Alone,,,,,,,,
12/5/2012 16:20,7.952380952,Library,Reading,Alone,,,,,,,,
12/5/2012 16:25,8.428571429,Library,Reading,Alone,,,,,,,,
12/5/2012 16:30,8.238095238,Library,Reading,Alone,,,,,,,,
12/5/2012 16:35,8.571428571,Library,Reading,Alone,,,,,,,,
12/5/2012 16:40,8.380952381,Library,Reading,Alone,,,,,,,,
12/5/2012 16:45,8.238095238,Library,Reading,Alone,,,,,,,,
12/5/2012 16:50,8.619047619,Library,Reading,Alone,,,,,,,,
12/5/2012 16:55,8.333333333,Library,Reading,Alone,#453A96-2,,,,,,,
12/5/2012 17:00,10.04761905,Dining Hall,Dinner,Friends,,,,,,,,
12/5/2012 17:05,11.19047619,Dining Hall,Dinner,Friends,,,,,,,,
12/5/2012 17:10,12.38095238,Dining Hall,Dinner,Friends,,,,,,,,
12/5/2012 17:15,12.38095238,Dining Hall,Dinner,Friends,,,,,,,,
12/5/2012 17:20,13,Dining Hall,Dinner,Friends,,,,,,,,
12/5/2012 17:25,13.9047619,Dining Hall,Dinner,Friends,,,,,,,,
12/5/2012 17:30,13.9047619,Dining Hall,Dinner,Friends,,,,,,,,
12/5/2012 17:35,13.28571429,Dining Hall,Dinner,Friends,,,,,,,,
12/5/2012 17:40,13.42857143,Dining Hall,Dinner,Friends,,,,,,,,
12/5/2012 17:45,13.38095238,Dining Hall,Dinner,Friends,,,,,,,,
12/5/2012 17:50,13.66666667,Dining Hall,Dinner,Friends,,,,,,,,
12/5/2012 17:55,12.52380952,Dining Hall,Dinner,Friends,,,,,,,,
12/5/2012 18:00,13,Gym,Basketball,Friends,,,,,,,,
12/5/2012 18:05,12.80952381,Gym,Basketball,Friends,,,,,,,,
12/5/2012 18:10,13.38095238,Gym,Basketball,Friends,#66A2D1-3,,,,,,,
12/5/2012 18:15,13.47619048,Gym,Basketball,Friends,,,,,,,,
12/5/2012 18:20,15.0952381,Gym,Basketball,Friends,,,,,,,,
12/5/2012 18:25,16.33333333,Gym,Basketball,Friends,,,,,,,,
12/5/2012 18:30,16.95238095,Gym,Basketball,Friends,,,,,,,,
12/5/2012 18:35,16.95238095,Gym,Basketball,Friends,,,,,,,,
12/5/2012 18:40,17.28571429,Gym,Basketball,Friends,,,,,,,,
12/5/2012 18:45,17.47619048,Gym,Basketball,Friends,,,,,,,,
12/5/2012 18:50,17.33333333,Gym,Basketball,Friends,,,,,,,,
12/5/2012 18:55,17.38095238,Gym,Basketball,Friends,,,,,,,,
12/5/2012 19:00,17.0952381,Gym,Basketball,Friends,,,,,,,,
12/5/2012 19:05,16.0952381,Gym,Basketball,Friends,,,,,,,,
12/5/2012 19:10,14.47619048,Gym,Basketball,Friends,,,,,,,,
12/5/2012 19:15,13.04761905,Lecture Hall,Seminar,Professor,,,,,,,,
12/5/2012 19:20,12.61904762,Lecture Hall,Seminar,Professor,,,,,,,,
12/5/2012 19:25,12.61904762,Lecture Hall,Seminar,Professor,,,,,,,,
12/5/2012 19:30,12.95238095,Lecture Hall,Seminar,Professor,,,,,,,,
12/5/2012 19:35,13,Lecture Hall,Seminar,Professor,,,,,,,,
